NR. CRT.,VIN,DATA INTRARE VO,TIP AUTOVEHICUL,MARCA,MODEL,VERSIUNE,CULOARE,AN FABRICATIE,KM,CAPACITATE CILINDRICA,PUTERE,DATA PRIMEI INMATRICULARI,FURNIZOR,PROVENIENTA,Tip,LOCATIA,PRET CUMPARARE HT LEI,PRET EVALUARE TTC EURO,Data validare pret evaluare,REZERVARI,NR NIR,OBSERVATII,Serie caroserie,Nr inmatriculare vehicul,Discount,VANZARE,Curs ? Dacia,Pret vanzare lei TTC,Pret vanzare lei HT,tva,Data aviz plata,Nr factura,Data factura,Nume cumparator,Conditie interioara,Conditie exterioara,Pret evaluare DVS (TVA inclus),Pret evaluare Retail (TVA inclus),Pret Trade-in (TVA inclus),Stare,Data evaluare,FREVO,Data final garantie,Data actuala,Zile ramase garantie,Rate facturate,Perioada contract,CIV,IESIRE ROL,LIVRATE LA CLIENT,DATA OFERTA ANGAJATI,Data evaluare,Zile stoc / data evaluare,Zile stoc / data intrare,Viteza rotatie
55,VF1HJD40669663318,21/03/2025,AUTOTURISM,DACIA,DUSTER II F.2,PRESTIGE PLUS,IRON BLUE,2022,104431,1332,150,10/31/2022,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT ,"12,560.16 ?","16,500.00 ?",26.05.2025,AUTO BARA SELECTION SRL,,4WD,9663318,B115UKS,9.09%,"15,000.00 ?",5.0708 lei,"76,062.00 lei","63,917.65 lei","12,144.35 lei",7/28/2025,30459057,7/31/2025,AUTO BARA SELECTION SRL,INTERIOR MURDAR-NECESAR IGIENIZARE,"ZGARIETURI FINE PE AMBELE LATERALE, MICI PUNCTE VOPSEA SARITA CAPOTA, ZGARIAT MUCHIE USI FATA, LIPSA ANTENA, CARTE SERVICE 92500KM (09.2024)",16500,16054,14302,BUNA,05.05.2025/RS,100,10/15/2025,10/22/2025,-7,26,36,CIV,,,-,05.05.2025,#VALUE!,215,
56,VF1HJD40569791159,21/03/2025,AUTOTURISM,DACIA,DUSTER II F.2,PRESTIGE,ARIZONA ORANGE,2022,59935,1332,150,10/31/2022,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT ,"12,692.57 ?","17,500.00 ?",26.05.2025,AUTO BARA SELECTION SRL,,"4WD, SCAUNE INCALZITE, CAMERA MULTIVIEW, MEDIA DISPLAY, PACHET CONFORT 2, SSMAP (NU ARE NAVIGATIE/HARTA)",9791159,B115UKP,8.11%,"16,081.00 ?",5.0708 lei,"81,543.53 lei","68,523.98 lei","13,019.56 lei",7/28/2025,30459058,7/31/2025,AUTO BARA SELECTION SRL,BUNA,"REVOPSIT BARA FATA+ARIPA FATA ST, ZGARIAT BARA FATA+ORNMANENT+JANTA SPATE DR+CAPAC OGLINDA DR, VOPSEA EXFOLIATA+MICI PUNCTE VOPSEA SARITA CAPOTA-NECESAR REALINIERE, CARTE SERVICE 52533KM (10.2024)",17500,16773,14992,BUNA,05.05.2025/RS,200,10/17/2025,10/22/2025,-5,26,36,CIV,,,-,05.05.2025,#VALUE!,215,
57,VF1HJD40370698906,21/03/2025,AUTOTURISM,DACIA,DUSTER II F.2,JOURNEY+,LICHEN KAKI,2023,84508,1332,150,3/30/2023,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT ,"14,025.57 ?","18,000.00 ?",26.05.2025,AUTO BARA SELECTION SRL,,4WD,0698906,B117DJG,7.22%,"16,700.00 ?",5.0708 lei,"84,682.36 lei","71,161.65 lei","13,520.71 lei",7/28/2025,30459059,7/31/2025,AUTO BARA SELECTION SRL,BUNA,"REVOPSIT AMBELE BARE+HAION, CARTE SERVICE 60932KM (08.2024)",18000,18068,15966,BUNA,05.05.2025/RS,,3/20/2026,10/22/2025,149,21,36,CIV,,,-,05.05.2025,#VALUE!,215,
58,UU1DJF00X71422376,10/04/2025,AUTOTURISM,DACIA,LOGAN III,EXPRESSION,ARCTIC WHITE,2023,39986,999,90,1/19/2024,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT,"9,351.12 ?","12,000.00 ?",26.05.2025,AUTO BARA SELECTION SRL,,"MT6, ROATA REZERVA NORMALA, AFISAJ TFT 4,2",1422376,B119SVU,#DIV/0!,"11,200.00 ?",5.0708 lei,"56,792.96 lei","47,725.18 lei","9,067.78 lei",7/28/2025,30459060,7/31/2025,AUTO BARA SELECTION SRL,BUNA,"PUNCT VOPSEA SARITA CAPOTA, CARTE SERVICE 31780KM (12.2024)",12000,12117,10781,F BUNA,09.05.2025/RS,,12/20/2026,10/22/2025,424,14,36,CIV,,,5/27/2025,09.05.2025,#VALUE!,195,
59,UU1DJF00471111297,22/04/2025,AUTOTURISM,DACIA,SANDERO III,STEPWAY ESSENTIAL,ARCTIC WHITE,2023,30611,999,90,1/19/2024,RCI FINANTARE ROMANIA,RCI,VS,PARC SERUS CHIAJNA,"9,512.42 ?","11,800.00 ?",26.05.2025,AUTO BARA SELECTION SRL,,ROATA REZERVA NORMALA,1111297,B119SUX,#DIV/0!,"11,350.00 ?",5.0708 lei,"57,553.58 lei","48,364.35 lei","9,189.23 lei",7/28/2025,30459061,7/31/2025,AUTO BARA SELECTION SRL,BUNA,"REVOPSIT BARA FATA+CAPOTA, CARTE SERVICE 29184KM (02.2025)",11800,13142,11683,BUNA,15.05.2025/RS,,12/20/2026,10/22/2025,424,14,36,CIV,,,5/27/2025,15.05.2025,#VALUE!,183,
60,UU1DJF00170001622,22/04/2025,AUTOTURISM,DACIA,LOGAN III,PRESTIGE,IRON BLUE,2022,57894,999,90,1/19/2024,RCI FINANTARE ROMANIA,RCI,VS,PARC SERUS CHIAJNA,"11,594.88 ?","13,000.00 ?",26.05.2025,AUTO BARA SELECTION SRL,,"CVT, ROATA REZERVA NORMALA, PACHET TECHNO",0001622,B119SXA,#DIV/0!,"12,350.00 ?",5.0708 lei,"62,624.38 lei","52,625.53 lei","9,998.85 lei",7/28/2025,30459062,7/31/2025,AUTO BARA SELECTION SRL,BUNA,"ZGARIAT USOR BARA FATA, MICI CIUPITURI PARBRIZ, MICI PUNCTE VOPSEA SARITA CAPOTA, INFUNDATURI USOARE HAION+USA SPATE ST, CARTE SERVICE 36877KM (09.2024)",12500,13549,11950,BUNA,15.05.2025/RS,,12/20/2026,10/22/2025,424,14,36,CIV,,,5/27/2025,15.05.2025,#VALUE!,183,
61,VF1RJL00X67251564,14/01/2025,AUTOTURISM,RENAULT,ARKANA,INTENS E-TECH ,BLUE ZANZIBAR,2021,103120,1598,145,9/6/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"11,582.61 ?","18,500.00 ?",2/13/2025,DAW AUTO ES SRL,,"E-TECH, SCAUN SOFER CU INCALZIRE, SISTEM AUDIO BOSE, EASY LINK 9,3'",7251564,B112CLZ,,"13,800.00 ?",5.0736 lei,"70,015.68 lei","58,836.71 lei","11,178.97 lei",7/21/2025,30459063,7/31/2025,DAW AUTO ES SRL,MANER RUPT INTERIOR HAION,"REVOPSIT BARA FATA, PARBRIZ CIOBIT 2CM, ZGARIAT+DESPRINS ORNAMENT BARA FATA, INFUNDATURI USOARE HAION, ANVELOPE FATA UZURA 60%, INFUNDAT 2CM USA SPATE DR, CARTE SERVICE 82169KM (05.2025), VERIFICAT SERVICE MAVEXIM-FARA SCURGERI",18500,19478,17858,BUNA,31.01.2025/RS,100, - ,10/22/2025, - ,35,36,CIV,,,-,31.01.2025,#VALUE!,281,
1,JN1TDNFE0U0104325,25/06/2025,AUTOTURISM,NISSAN,ARIYA,EVOLVE PLUSe4WD,GRI CERAMIC,2023,,ELECTRIC,389,6/27/2024,NISSAN ROMANIA ,EXTERNA,QVN,BENGA,"126,196.78 lei",,,AUTORAVENNA MOTOR SRL,FT7,"EV 87KW 4WDP 87kWh e4ORCE (4WD) 389CP Evolve Plus (22kWh charger inclus), Tapiterie BLUE",0104325,B121LXR,#DIV/0!,"35,700.00 ?",5.0957 lei,"181,916.49 lei","153,078.00 lei","29,084.82 lei",7/22/2025,RCRF4005892VO,8/4/2025,AUTORAVENNA MOTOR SRL,,,,,,,,,6/5/2028,10/22/2025,957,-,-,,,,-,,-,119,
2,VF1RJB00X70856673,12/03/2025,AUTOTURISM,RENAULT,CAPTUR,TECHNO,ROUGE FLAMME,2023,14125,1332,140,7/14/2023,RCI FINANTARE ROMANIA,RCI,VS,PARC SERUS CHIAJNA,"14,829.04 ?","18,500.00 ?",26.05.2025,BULAGEA MARIUS CATALIN,,"EDC, SCAUNE INCALZITE, REPNTC, ROATA REZERVA DIMENSIUNI REDUSE, 2TON, OGLINZI ELECTRICE INCALZITE, RTFI3",0856673,B118DGK,45.95%,"10,000.00 ?",5.0770 lei,"50,770.00 lei","42,663.87 lei","8,106.13 lei",7/31/2025,30459150,8/4/2025,BULAGEA MARIUS CATALIN,BUNA,"ZGARIAT USOR BARA FATA, CARTE SERVICE 9338KM (08.2024)",18500,20379,18165,F BUNA,13.05.2025/RS,,6/28/2026,10/22/2025,249,18,36,CIV,,,5/27/2025,13.05.2025,#VALUE!,224,
3,VF1RCB00170547281,27/12/2024,AUTOTURISM,RENAULT,MEGANE E-TECH,TECHNO ,ROUGE FLAMME,2023,10,ELECTRIC,220,6/19/2025,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,PARC BENGA,"100,490.63 lei","30,861.00 ?",,AUTORAVENNA MOTOR SRL,FT18,"E-TECH EV60 220CP OPTIMUM CHARGE, CABLU INCARCARE MODE 2 6.5M, BITON, POMPA INCALZIRE",0547281,B124ZTW,6.03%,"29,000.00 ?",5.0957 lei,"147,775.30 lei","126,063.03 lei","23,951.97 lei",7/22/2025,RCRF4005893VO,8/5/2025,AUTORAVENNA MOTOR SRL,,"Lips? Portdocumente - (Informativ), Lips? Manual de utilizare - (Informativ), Cu zgƒrieturi Bara de protectie Spate stƒnga (Informativ)",,30861,27053,F BUNA,15.02.2025/DK,0,16.05.2027,10/22/2025,#VALUE!,-,-,,,,-,15.02.2025,#VALUE!,299,
4,VF1RCB00270494154,14/01/2025,AUTOTURISM,RENAULT,MEGANE E-TECH,ICONIC,DIAMOND BLACK,2023,12010,ELECTRIC,220,5/19/2023,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT,"28,122.77 ?","30,000.00 ?",27.03.2025,MIDA SELECTION,,"E-TECH EV60 220CP SUPER CHARGE, CABLU INCARCARE MODE 2 6.5M FLEXICHARGER, PACHET PERFORMANCE, BATERIE, PACHET ADVANCED DRIVING&PARCK ASSIST, BARA FATA SPORT F1",0494154,B117RET,6.67%,"28,000.00 ?",5.0742 lei,"142,077.60 lei","117,419.50 lei","24,658.10 lei",05.08.2025,30459177,8/6/2025,MIDA SELECTION SRL,BUNA,"ZGARIAT BARA FATA, ZGARIETURI FINE USI DR, CARTE SERVICE 15009KM (11.2024)-KILOMETRAJ INTRODUS ERONAT LA REVIZIE",30000,31281,27761,BUNA,06.03.2025/RS,200,5/10/2026,10/22/2025,200,15,36,CIV,,,3/31/2025,06.03.2025,#VALUE!,281,
5,VF1HJD40270494937,12/03/2025,AUTOTURISM,DACIA,DUSTER II F.2,JOURNEY+,URBAN GREY,2022,23667,1332,150,2/9/2023,RCI FINANTARE ROMANIA,RCI,VS,PARC SERUS CHIAJNA,"13,384.57 ?","18,500.00 ?",26.05.2025,EURO MOTOR SELECTION,,4WD,0494937,B116RYV,8.11%,"17,000.00 ?",5.0742 lei,"86,261.40 lei","71,290.41 lei","14,970.99 lei",05.08.2025,30459376,8/13/2025,EURO MOTOR SELECTION,BUNA,"REVOPSIT BARA FATA+ARIPA SPATE DR+USA SPATE DR, INFUNDATURI USOARE GRINDINA PLAFON, ZGARIAT USOR JANTE+USA SPATE ST, CARTE SERVICE 23657KM (02.2025)",18500,18876,16851,BUNA,13.03.2025/RS,,12/21/2025,8/14/2025,129,24,36,CIV,,,-,13.03.2025,#VALUE!,155,
6,VF1RJL009UC435222,04/04/2025,AUTOTURISM,RENAULT,ARKANA,E-TECH ENG,GREY MEDIUM,2023,10723,1598,145,10/3/2023,RCI FINANTARE ROMANIA,RCI,VS,PARC SERUS CHIAJNA,"22,363.75 ?","26,500.00 ?",26.05.2025,EURO MOTOR SELECTION,,"E-TECH, TRAPA MANUALA, PERA03, ROATA REZERVA TEMPORARA, SISTEM AUDIO BOSE, EASY LINK 9,3'",C435222,B118VVD,7.55%,"24,500.00 ?",5.0742 lei,"124,317.90 lei","102,742.07 lei","21,575.83 lei",05.08.2025,30459377,8/13/2025,EURO MOTOR SELECTION,BUNA,"MICI CIUPITURI PARBRIZ, CARTE SERVICE 7565KM (12.2024)",26500,25312,23612,F BUNA,15.05.2025/RS,,9/24/2026,8/14/2025,406,15,36,CIV,,,5/27/2025,15.05.2025,#VALUE!,132,
7,VF1RJL009UC455423,04/04/2025,AUTOTURISM,RENAULT,ARKANA,RS LINE,ROUGE FLAMME,2023,24505,1332,160,10/16/2023,RCI FINANTARE ROMANIA,RCI,VS,PARC SERUS CHIAJNA,"20,159.29 ?","24,000.00 ?",26.05.2025,EURO MOTOR SELECTION,,"EDC, ROATA REZERVA TEMPORARA, CAMERA MONITORIZARE 360, SSRCCF, PACHET RS LINE",C455423,B118YEJ,5.00%,"22,800.00 ?",5.0742 lei,"115,691.76 lei","95,613.02 lei","20,078.74 lei",05.08.2025,30459378,8/13/2025,EURO MOTOR SELECTION,BUNA,CARTE SERVICE 18455KM (10.2024),24000,23421,21870,F BUNA,15.05.2025/RS,,9/29/2026,8/14/2025,411,15,36,CIV,,,5/27/2025,15.05.2025,#VALUE!,132,
8,VF1HJD40869662848,10/04/2025,AUTOTURISM,DACIA,DUSTER II F.2,PRESTIGE PLUS,COMET GREY,2022,77145,1332,150,10/31/2022,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT,"12,560.16 ?","17,800.00 ?",26.05.2025,EURO MOTOR SELECTION,,4WD,9662848,B115UKX,7.87%,"16,400.00 ?",5.0742 lei,"83,216.88 lei","68,774.28 lei","14,442.60 lei",05.08.2025,30459379,8/13/2025,EURO MOTOR SELECTION,BUNA,"REVOPSIT AMBELE BARE+ARIPA FATA ST+ARIPA SPATE DR+USA SPATE DR, INFUNDAT+ZGARIAT 3CM HAION SUPERIOR, CARTE SERVICE 58871KM (08.2024)",17800,16608,14886,BUNA,09.05.2025/RS,,10/15/2025,8/14/2025,62,26,36,CIV,,,-,09.05.2025,#VALUE!,126,
9,VF1HJD20767537094,07/02/2025,AUTOTURISM,DACIA,DUSTER,SL BLUELINE ECO-G,GRIS HIGHLAND,2021,172322,999,100,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"5,882.35 ?","8,800.00 ?",25.04.2025,DAW AUTO ES SRL,,GPL 2WD,7537094,B110KJN,16.48%,"7,350.00 ?",5.0736 lei,"37,290.96 lei","31,336.94 lei","5,954.02 lei",7/21/2025,30459388,8/14/2025,DAW AUTO ES SRL,SCAUNE FATA MURDARE,"A FOST LOVITA IN FATA, TRAVERSA INLOCUITA, REVOPSIT APROAPE INTEGRAL, PARBRIZ CIOBIT 2CM+MICI CIOBITURI, ANVELOPE SPATE UZURA 70%-NECESAR INLOCUIRE, ZGARIAT JANTA SPATE DR, CARTE SERVICE 150300KM (06.2024)",8800,12103,10451,MEDIE,20.03.2025/RS,200, - ,10/22/2025, - ,42,44,CIV,,,-,20.03.2025,#VALUE!,257,
10,VF1HJD20268800165,28/07/2025,AUTOTURISM,DACIA,DUSTER II F.2,EXTREME,NACRE NEGRU,2022,37169,1332,150,4/5/2022,BORDEANU MIHAI,EXTERNA,TRADE-IN,PARC DBC,"93,971.00 lei","18,500.00 ?",,STAR MOTOR SRL,CF5,"EDC 2WD, ROATA REZERVA NORMALA",8800165,IF66DCN,#DIV/0!,"18,500.00 ?",5.0881 lei,"94,129.85 lei",,TVA 0%,8/18/2025,RCRF4005894,8/19/2025,STAR MOTOR SRL,INTERIOR MURDAR-NECESAR IGIENIZARE,"ZGARIAT USOR JANTE, REVOPSIT BARA FATA+CAPOTA, FAR DR INLOCUIT, ZGARIETURI FINE PE AMBELE LATERALE, 1 SENZOR PARCARE BARA FATA DESPRINS, REVIZIE 35717KM (04.2025)-CONFORM ICM",18500,,,BUNA,21.07.2025/RS,100,-,10/22/2025,-,-,-,,,,-,21.07.2025,#VALUE!,86,
11,UU1DJF001R0091986,30/07/2025,AUTOTURISM,DACIA,LOGAN III,EXPRESSION,PEARL BLACK,2024,21,999,90,NEINMATRICULATA,AUTOMOBILE DACIA S.A,EXTERNA,QVN,PARC AMAT,"44,777.61 lei","12,500.00 ?",,STAR MOTOR SRL,CF2,"CVT, AER CONDITIONAT AUTOMAT, VOLAN IMBRACAT IN PIELE, MEDIA DISPLAY (FARA SISTEM NAVIGATIE), FISA GAMA ISRAEL",91986,NEINM,#DIV/0!,"11,875.00 ?",5.0881 lei,"60,421.19 lei","49,934.87 lei","10,486.32 lei",8/18/2025,RCRF4005895,8/19/2025,STAR MOTOR SRL,"STARE NOUA, LIPSA COVORASE","A FOST LOVITA GRAV IN SPATE: INLOCUIT ANSAMBLU PORTBAGAJ+ARIPA SPATE DR+HAION+BARA SPATE, REVOPSIT TOT SPATELE+USI DR, URME ADEZIV CAPOTA+ARIPI FATA, LIPSA DEFLECTOR NOROI SPATE ST",12500,14701,13134,MEDIE,28.07.2025/RS,,7/31/2028,10/22/2025,1013,-,-,,,,-,28.07.2025,#VALUE!,84,
12,UU1DJF00873044076,30/07/2025,AUTOTURISM,DACIA,JOGGER 5L,EXTREME ECO-G,SCHISTE GREY,2024,43,999,100,NEINMATRICULATA,AUTOMOBILE DACIA S.A,EXTERNA,QVN,PARC AMAT,"59,703.48 lei","16,500.00 ?",,STAR MOTOR SRL,CF2,"5L GPL, PACHET TECHNO, PACHET CONFORT, FISA GAMA POLONIA",3044076,NEINM,#DIV/0!,"15,675.00 ?",5.0881 lei,"79,755.97 lei","65,914.02 lei","13,841.94 lei",8/18/2025,RCRF4005896,8/19/2025,STAR MOTOR SRL,"STARE NOUA, LIPSA COVORASE",PRAG DR INLOCUIT,16000,17553,16298,BUNA,28.07.2025/RS,,7/24/2028,10/22/2025,1006,-,-,,,,-,28.07.2025,#VALUE!,84,
13,UU1DJF01171793595,27/05/2025,AUTOTURISM,DACIA,DUSTER III,EXTREME,SANDSTONE,2024,20896,1199,130,7/10/2024,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,PARC DBC,"80,345.77 lei","22,000.00 ?",,STAR MOTOR SRL,,"4WD, TECHNO PACK, PARKING PACK, JANTE ALIAJ SEMI-DIAMANTATE 18",1793595,B121THH,#DIV/0!,"20,250.00 ?",5.0881 lei,"103,034.03 lei","85,152.09 lei","17,881.94 lei",8/18/2025,RCRF4005897,8/19/2025,STAR MOTOR SRL,ZGARIAT INTERIOR HAION,"PARBRIZ FISURAT 10CM, ZGARIETURI FINE LATERALA DR+JANTE, ZGARIAT CAPAC OGLINDA ST+LAMPA SEMNAL, ANVELOPE FATA CU MICI CIUPITUR+CRAPATURI, REVIZIE 19604KM (04.2025)-CONFORM ICM",22000,23682,20837,BUNA,02.06.2025/RS,400,5/27/2028,10/22/2025,948,-,-,,,,-,02.06.2025,#VALUE!,148,
14,UU1DJF01471793591,27/05/2025,AUTOTURISM,DACIA,DUSTER III,JOURNEY HEV,SANDSTONE,2024,23238,1598,140,7/10/2024,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,PARC DBC,"79,448.15 lei","23,000.00 ?",,STAR MOTOR SRL,,"HEV 2WD, PARKING PACK",1793591,B121THB,#DIV/0!,"20,950.00 ?",5.0881 lei,"106,595.70 lei","88,095.62 lei","18,500.08 lei",8/18/2025,RCRF4005898,8/19/2025,STAR MOTOR SRL,LIPSA COVORASE,"MICI CIUPITURI PARBRIZ, REVIZIE 19877KM (04.2025)-CONFORM ICM",23000,23647,20873,F BUNA,02.06.2025/RS,,5/27/2028,10/22/2025,948,-,-,,,,-,02.06.2025,#VALUE!,148,
15,VYSP0100572650204,27/05/2025,AUTOTURISM,RENAULT,R5,ICONIC 5 COMF RANGE,BLEU NOCTURNE,2024,4690,ELECTRIC,150,10/30/2024,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,PARC SERUS CHIAJNA,"83,098.96 lei","25,000.00 ?",,STAR MOTOR SRL,,"E-TECH COMFORT RANGE, PACHET PERSONALIZARE BI-TON, CABLU INCARCARE MOD2, FLEXI CHARGER  CABLE GREEN-UP, PACHET PREMIUM SOUND HARMAN KARDON, NTCRF, PACHET SAFETY, CONECTOR DE ALIMENTARE AL VEHICULULUI",2650204,B55FIV,#DIV/0!,"24,500.00 ?",5.0881 lei,"124,658.45 lei","103,023.51 lei","21,634.94 lei",8/18/2025,RCRF4005899,8/19/2025,STAR MOTOR SRL,LIPSA COVORASE,"INDICATOR INCARCARE BATERIE CAPOTA CRAPAT+PREZENTA CONDENS, ZGARIAT USOR BARA FATA+ORNAMENTE PRAGURI, URME COLANT USI FATA, MULTIPLE OTS-URI ROSII",25000,23215,20572,F BUNA,02.06.2025/RS,,5/28/2028,10/22/2025,949,-,-,,,,-,02.06.2025,#VALUE!,148,
16,VF1RHN00872702237,27/05/2025,AUTOTURISM,RENAULT,RAFALE,ATELIER ALPINE E-TECH,BLUE SUMMIT MAT,2024,6366,1199,300,2/7/2025,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,PARC SERUS CHIAJNA,"150,241.22 lei","42,000.00 ?",,STAR MOTOR SRL,,"E-TECH PHEV 4WD, PLAFON PANORAMIC SOLARBAY, BI-TON, HEAD-UP DISPLAY 9.3, OPENR LINK 12, HARMAN KARDON PREMIUM SOUND",2702237,B123UVG,#DIV/0!,"41,000.00 ?",5.0881 lei,"208,612.10 lei","172,406.69 lei","36,205.41 lei",8/18/2025,RCRF4005900,8/19/2025,STAR MOTOR SRL,BUNA,F BUNA,40000,40421,37402,F BUNA,01.08.2025/RS,,5/28/2028,10/22/2025,949,-,-,,,,-,01.08.2025,#VALUE!,148,
17,VF1JL000465065651,17/03/2025,AUTOTURISM,RENAULT,TRAFIC COMBI,AUTHENTIQUE L2H1 8+1,ALB GLACIER,2020,227998,1997,120,3/31/2020,RCI FINANTARE ROMANIA,RCI,LO,PARC AMAT,"3,949.58 ?","11,000.00 ?",08.08.2025,MIDA AUTO SELECTION SRL,,"COMBI L2H1 9 LOCURI, AER CONDITIONAT CU REGLARE MANUAL FATA/SPATE+INCALZIRE LOCURI SPATE, TABLETA ACOPERIRE PORTBAGAJ",5065651,B106HIJ,-9.09%,"12,000.00 ?",5.0588 lei,"60,705.60 lei","50,169.92 lei","10,535.68 lei",8/19/2025,30459623,8/21/2025,MIDA AUTO SELECTION SRL,"SCAUN SOFER GAURIT, INTERIOR F MURDAR+UZAT, VOLAN UZAT","PARBRIZ CIOBIT 2CM, MARTOR SERVICE APRINS-NECESAR REVIZIE, ZGOMOT SISTEM RACIRE PASAGERI, SISTEM AC NEFUNCTIONAL (NU RACESTE), REVOPSIT BARA FATA+ARIPI SPATE+USI BATANTE+PRAG DR, LIPSA ANTENA+CARENAJE BARA FATA+1 CAPAC ROATA, 4 ANVELOPE ALL-SEASON GREEN-MAX UZURA 10% (DOT 2023)+SET SUPLIMENTAR 4 ANVELOPE VARA GOODYEAR UZURA 20% (DOT 2024), ZGARIAT USOR AMBELE BARE, CAPAC OGLINDA DR SPART, ZGOMOT ARTICULATIE, LIPSA REVIZII IN MANUAL+ICM, ITP EXPIRAT",11000,16458,15256,BUNA,04.08.2025/RS,1600,-,10/22/2025, - ,57,57,CIV,,,-,04.08.2025,#VALUE!,219,
18,JN1TBAFE0U0301299,19/03/2024,AUTOTURISM,NISSAN,ARIYA,EV 87KW PACK EVOLVE 04,MARO COPPER ,2022,15345,ELECTRIC,239,11/2/2022,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"37,394.58 ?","45,000.00 ?",4/11/2024,GEORGESCU RADU NICOLAE,-,87kWh 2WD Evolve std+P1+P2,0301299,B525RYA,33.33%,"30,000.00 ?",5.0588 lei,"151,764.00 lei","125,424.79 lei","26,339.21 lei",8/19/2025,30459624,8/21/2025,GEORGESCU RADU NICOLAE,BUNA,"ZGARIAT ORNAMENT PLASTIC ROATA FATA DR, CARTE SERVICE 14139KM (12.2023), NECESAR ACTUALIZARE SOFTWARE IN SERVICE!",45000,N/A,N/A,F BUNA,04.04.2024/RS,,10/5/2025,10/22/2025,-17,10,18,CIV,,,4/24/2024,04.04.2024,#VALUE!,582,
19,UU1DJF00169827249,15/05/2024,AUTOTURISM,DACIA,SANDERO III ,STEPWAY COMFORT,ATACAMA ORANGE,2022,7914,999,90,6/7/2023,RCI FINANTARE ROMANIA,RCI,VOC,PARC MAVEXIM GAESTI,"10,708.02 ?",,7/31/2024,DAW AUTO ES SRL,,"JANTE ALUMINIU 16', AER CONDITIONAT AUTOMAT, PACHET CONFORT 1, PACK, DESIGN MAHALIA, AFISAJ TFT 4,2', TCHT0",9827249,B117ULP,#DIV/0!,"10,108.00 ?",5.0736 lei,"51,283.95 lei","43,095.76 lei","8,188.19 lei",7/21/2025,30456661,8/26/2025,DAW AUTO ES SRL,km introdusi gresit in icm,"Cu zgƒrieturi Usa Spate dreapta (Repara?ie) , Cu zgƒrieturi Bara de protectie Spate (Repara?ie) , Cu zgƒrieturi Bloc optic spate (arip?) Spate stƒnga (Informativ) , Cu adƒncituri Usa Spate stƒnga (Repara?ie) , Lips? Mocheta Fata stƒnga (?nlocuire) , Lips? Mocheta Fata dreapta (?nlocuire) , Lips? Mocheta Spate dreapta (?nlocuire) , Lips? Mocheta Spate stƒnga (?nlocuire) , Cu zgƒrieturi Panou spate Spate (Repara?ie) , Defect Placa spate Spate (?nlocuire), Necesar revizie 1an",,12494,N/A,BUNA,24.07.2024/DK,1197,5/21/2026,10/22/2025,211,8,18,CIV,,,-,24.07.2024,#VALUE!,525,
20,VF1HJD40171115551,12/03/2025,AUTOTURISM,DACIA,DUSTER II F.2,JOURNEY,PEARL BLACK,2023,18061,1461,115,7/25/2023,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT ,"15,265.87 ?","20,500.00 ?",25.04.2025,AMAT SELECTION SRL,,"4WD, SCAUNE INCALZITE, CAMERA MULTIVIEW, PACHET CONFORT 2",1115551,B118FFT,#VALUE!,"18.700,00 ?",5.0573 lei,"94,571.51 lei","78,158.27 lei","16,413.24 lei",8/20/2025,30459653,8/26/2025,AMAT SELECTION SRL,BUNA,"ANVEVLOPA SPATE DR INTEPATA, CARTE SERVICE 11689KM (07.2024)",20500,19525,17385,F BUNA,14.04.2025/RS,,6/14/2026,10/22/2025,235,18,36,CIV,,,4/28/2025,14.04.2025,#VALUE!,224,
